service_no.,pax,queue_start,queue_end,table_no.,meal_start,meal_end,Guest_type,day_id,sheet_name,queue_start_min,queue_end_min,meal_start_min,meal_end_min,table_units,primary_zone,wait_time_min,dwell_time_min,is_walk_away,is_direct_seating,n_units,table_minutes
63,1.0,,,8C,10:50:00,11:30:00,In house,Day D,173,,,650.0,690.0,8C,Outdoor,,40.0,False,True,1,40.0
64,2.0,,,5,11:04:00,12:02:00,Walk in,Day D,173,,,664.0,722.0,"5A,5B",Indoor,,58.0,False,True,2,116.0
65,1.0,,,6B,11:05:00,11:25:00,Walk in,Day D,173,,,665.0,685.0,6B,Indoor,,20.0,False,True,1,20.0
66,1.0,,,7A,11:21:00,11:39:00,Walk in,Day D,173,,,681.0,699.0,7A,Outdoor,,18.0,False,True,1,18.0
67,2.0,,,9,11:24:00,11:48:00,In house,Day D,173,,,684.0,708.0,"9A,9B,9C",Outdoor,,24.0,False,True,3,72.0
68,1.0,,,1,11:23:00,12:02:00,Walk in,Day D,173,,,683.0,722.0,"1A,1B",Indoor,,39.0,False,True,2,78.0
69,1.0,,,7B,11:43:00,12:04:00,In house,Day D,173,,,703.0,724.0,7B,Outdoor,,21.0,False,True,1,21.0
1,1.0,,,4A,06:26:00,08:42:00,Walk in,Day E,183,,,386.0,522.0,4A,Indoor,,136.0,False,True,1,136.0
2,2.0,,,11,06:44:00,07:44:00,Walk in,Day E,183,,,404.0,464.0,"11A,11B",Outdoor,,60.0,False,True,2,120.0
3,1.0,,,7A,06:58:00,08:46:00,Walk in,Day E,183,,,418.0,526.0,7A,Outdoor,,108.0,False,True,1,108.0
4,2.0,,,16,07:07:00,07:53:00,In house,Day E,183,,,427.0,473.0,16,Unknown,,46.0,False,True,1,46.0
5,1.0,,,8A,02:29:00,07:50:00,In house,Day E,183,,,149.0,470.0,8A,Outdoor,,321.0,False,True,1,321.0
6,1.0,,,8C,07:34:00,07:47:00,In house,Day E,183,,,454.0,467.0,8C,Outdoor,,13.0,False,True,1,13.0
7,1.0,,,6,07:35:00,07:45:00,In house,Day E,183,,,455.0,465.0,"6A,6B",Indoor,,10.0,False,True,2,20.0
8,1.0,,,10B,07:44:00,07:59:00,In house,Day E,183,,,464.0,479.0,10B,Outdoor,,15.0,False,True,1,15.0
9,2.0,,,1,07:45:00,08:07:00,In house,Day E,183,,,465.0,487.0,"1A,1B",Indoor,,22.0,False,True,2,44.0
10,2.0,,,6,07:46:00,09:27:00,In house,Day E,183,,,466.0,567.0,"6A,6B",Indoor,,101.0,False,True,2,202.0
11,1.0,,,7B,07:49:00,08:13:00,In house,Day E,183,,,469.0,493.0,7B,Outdoor,,24.0,False,True,1,24.0
12,1.0,,,8A,07:55:00,09:21:00,Walk in,Day E,183,,,475.0,561.0,8A,Outdoor,,86.0,False,True,1,86.0
13,1.0,,,4B,07:58:00,08:59:00,Walk in,Day E,183,,,478.0,539.0,4B,Indoor,,61.0,False,True,1,61.0
14,2.0,,,16,08:03:00,08:35:00,Walk in,Day E,183,,,483.0,515.0,16,Unknown,,32.0,False,True,1,32.0
15,2.0,,,10B,08:05:00,08:50:00,In house,Day E,183,,,485.0,530.0,10B,Outdoor,,45.0,False,True,1,45.0
16,2.0,,,11A,08:06:00,08:36:00,In house,Day E,183,,,486.0,516.0,11A,Outdoor,,30.0,False,True,1,30.0
17,1.0,,,1A,08:15:00,09:00:00,Walk in,Day E,183,,,495.0,540.0,1A,Indoor,,45.0,False,True,1,45.0
18,1.0,,,1B,08:16:00,09:54:00,Walk in,Day E,183,,,496.0,594.0,1B,Indoor,,98.0,False,True,1,98.0
19,1.0,,,7B,08:18:00,09:37:00,Walk in,Day E,183,,,498.0,577.0,7B,Outdoor,,79.0,False,True,1,79.0
20,2.0,,,3,08:25:00,09:05:00,In house,Day E,183,,,505.0,545.0,"3A,3B",Indoor,,40.0,False,True,2,80.0
21,2.0,,,8B,08:28:00,09:06:00,In house,Day E,183,,,508.0,546.0,8B,Outdoor,,38.0,False,True,1,38.0
22,2.0,,,15,08:29:00,09:19:00,Walk in,Day E,183,,,509.0,559.0,15,Outdoor,,50.0,False,True,1,50.0
23,4.0,,,2,08:30:00,09:10:00,In house,Day E,183,,,510.0,550.0,"2A,2B",Indoor,,40.0,False,True,2,80.0
24,1.0,,,16,08:40:00,09:29:00,Walk in,Day E,183,,,520.0,569.0,16,Unknown,,49.0,False,True,1,49.0
25,2.0,,,11B,08:42:00,09:35:00,In house,Day E,183,,,522.0,575.0,11B,Outdoor,,53.0,False,True,1,53.0
26,3.0,,,5,08:43:00,08:58:00,In house,Day E,183,,,523.0,538.0,"5A,5B",Indoor,,15.0,False,True,2,30.0
27,1.0,,,7B,08:44:00,09:13:00,In house,Day E,183,,,524.0,553.0,7B,Outdoor,,29.0,False,True,1,29.0
28,5.0,,,12/13,08:47:00,10:26:00,Walk in,Day E,183,,,527.0,626.0,"12,13",Outdoor,,99.0,False,True,2,198.0
29,1.0,,,4A,08:49:00,09:25:00,Walk in,Day E,183,,,529.0,565.0,4A,Indoor,,36.0,False,True,1,36.0
30,1.0,,,7A,08:49:00,10:55:00,In house,Day E,183,,,529.0,655.0,7A,Outdoor,,126.0,False,True,1,126.0
31,1.0,,,14,08:43:00,09:35:00,In house,Day E,183,,,523.0,575.0,14,Outdoor,,52.0,False,True,1,52.0
32,2.0,,,5B,09:00:00,10:00:00,In house,Day E,183,,,540.0,600.0,5B,Indoor,,60.0,False,True,1,60.0
33,1.0,,,8B,09:08:00,10:03:00,Walk in,Day E,183,,,548.0,603.0,8B,Outdoor,,55.0,False,True,1,55.0
34,2.0,,,1A,09:11:00,10:11:00,In house,Day E,183,,,551.0,611.0,1A,Indoor,,60.0,False,True,1,60.0
35,4.0,,,9,09:12:00,10:08:00,Walk in,Day E,183,,,552.0,608.0,"9A,9B,9C",Outdoor,,56.0,False,True,3,168.0
36,2.0,,,3,09:13:00,10:05:00,Walk in,Day E,183,,,553.0,605.0,"3A,3B",Indoor,,52.0,False,True,2,104.0
37,2.0,,,4B/5A,09:20:00,09:54:00,Walk in,Day E,183,,,560.0,594.0,"4B,5A",Indoor,,34.0,False,True,2,68.0
38,2.0,,,15,09:22:00,10:15:00,Walk in,Day E,183,,,562.0,615.0,15,Outdoor,,53.0,False,True,1,53.0
39,1.0,,,4A,09:37:00,10:46:00,Walk in,Day E,183,,,577.0,646.0,4A,Indoor,,69.0,False,True,1,69.0
40,1.0,,,6B,09:47:00,12:10:00,Walk in,Day E,183,,,587.0,730.0,6B,Indoor,,143.0,False,True,1,143.0
41,1.0,,,6A,09:48:00,10:45:00,Walk in,Day E,183,,,588.0,645.0,6A,Indoor,,57.0,False,True,1,57.0
42,4.0,,,2,09:49:00,11:41:00,Walk in,Day E,183,,,589.0,701.0,"2A,2B",Indoor,,112.0,False,True,2,224.0
43,2.0,,,16,09:56:00,10:45:00,Walk in,Day E,183,,,596.0,645.0,16,Unknown,,49.0,False,True,1,49.0
44,2.0,,,7B,09:58:00,10:17:00,In house,Day E,183,,,598.0,617.0,7B,Outdoor,,19.0,False,True,1,19.0
45,2.0,,,14,09:59:00,10:28:00,In house,Day E,183,,,599.0,628.0,14,Outdoor,,29.0,False,True,1,29.0
46,2.0,,,1B,10:03:00,10:49:00,In house,Day E,183,,,603.0,649.0,1B,Indoor,,46.0,False,True,1,46.0
47,3.0,,,4B/5A,10:05:00,11:02:00,In house,Day E,183,,,605.0,662.0,"4B,5A",Indoor,,57.0,False,True,2,114.0
48,2.0,,,11A,10:10:00,10:52:00,In house,Day E,183,,,610.0,652.0,11A,Outdoor,,42.0,False,True,1,42.0
49,2.0,,,8A,10:16:00,11:02:00,Walk in,Day E,183,,,616.0,662.0,8A,Outdoor,,46.0,False,True,1,46.0
50,1.0,,,1A,10:19:00,11:30:00,Walk in,Day E,183,,,619.0,690.0,1A,Indoor,,71.0,False,True,1,71.0
51,4.0,,,9,10:28:00,12:15:00,Walk in,Day E,183,,,628.0,735.0,"9A,9B,9C",Outdoor,,107.0,False,True,3,321.0
52,1.0,,,14,10:30:00,11:28:00,In house,Day E,183,,,630.0,688.0,14,Outdoor,,58.0,False,True,1,58.0
53,1.0,,,8C,10:30:00,11:13:00,In house,Day E,183,,,630.0,673.0,8C,Outdoor,,43.0,False,True,1,43.0
54,2.0,,,7B,10:36:00,11:50:00,Walk in,Day E,183,,,636.0,710.0,7B,Outdoor,,74.0,False,True,1,74.0
55,1.0,,,10B,10:38:00,11:58:00,In house,Day E,183,,,638.0,718.0,10B,Outdoor,,80.0,False,True,1,80.0
56,2.0,,,15,10:34:00,11:24:00,Walk in,Day E,183,,,634.0,684.0,15,Outdoor,,50.0,False,True,1,50.0
57,2.0,,,3,10:35:00,11:12:00,In house,Day E,183,,,635.0,672.0,"3A,3B",Indoor,,37.0,False,True,2,74.0
58,1.0,,,1B,10:39:00,13:30:00,Walk in,Day E,183,,,639.0,810.0,1B,Indoor,,171.0,False,True,1,171.0
59,3.0,,,12/13,10:41:00,11:40:00,Walk in,Day E,183,,,641.0,700.0,"12,13",Outdoor,,59.0,False,True,2,118.0
60,2.0,,,16,10:54:00,11:58:00,Walk in,Day E,183,,,654.0,718.0,16,Unknown,,64.0,False,True,1,64.0
61,1.0,,,4A,10:56:00,11:39:00,Walk in,Day E,183,,,656.0,699.0,4A,Indoor,,43.0,False,True,1,43.0
62,1.0,,,5B,11:53:00,11:28:00,In house,Day E,183,,,713.0,688.0,5B,Indoor,,,False,True,1,
63,2.0,,,7A,11:00:00,11:59:00,In house,Day E,183,,,660.0,719.0,7A,Outdoor,,59.0,False,True,1,59.0
64,1.0,,,8A,11:08:00,11:44:00,Walk in,Day E,183,,,668.0,704.0,8A,Outdoor,,36.0,False,True,1,36.0
65,3.0,,,11A/11B,11:10:00,12:14:00,In house,Day E,183,,,670.0,734.0,"11A,11B",Outdoor,,64.0,False,True,2,128.0
66,2.0,,,15,11:28:00,11:51:00,In house,Day E,183,,,688.0,711.0,15,Outdoor,,23.0,False,True,1,23.0
67,1.0,,,7C,11:29:00,12:14:00,In house,Day E,183,,,689.0,734.0,7C,Outdoor,,45.0,False,True,1,45.0
68,1.0,,,4,11:39:00,13:30:00,Walk in,Day E,183,,,699.0,810.0,"4A,4B",Indoor,,111.0,False,True,2,222.0
69,1.0,,,8B,11:40:00,11:54:00,In house,Day E,183,,,700.0,714.0,8B,Outdoor,,14.0,False,True,1,14.0
70,1.0,,,5A,11:43:00,12:20:00,In house,Day E,183,,,703.0,740.0,5A,Indoor,,37.0,False,True,1,37.0
